10.892	-31.354	0.71406
5.3417	-37.875	0.8538
8.5557	-87.77	0.96512
3.3066	71.565	0.76509
14.659	81.216	0.90588
2.3094	90	0.86603
9.4274	-82.701	0.96592
6.7044	-70.453	0.95775
3.4641	90	0.74536
4.3128	81.65	0.85622
3.3066	71.565	0.76509
3.5867	75.128	0.79165
13.923	-74.213	0.73293
2.3094	90	0.86603
1.1547	0	0
5.0332	63.435	0.88852
1.1547	0	0
9.2548	-79.605	0.9597
4.3128	-81.65	0.85622
3.4641	0	0.94281
4.8205	72.391	0.94629
3.827	-79.099	0.693
2.3094	90	0.86603
16.7	-11.138	0.6474
10.535	-56.417	0.90959
6.6531	-76.897	0.92324
3.4641	90	0.94281
3.4359	-31.717	0.87042
88.109	-78.359	0.80753
6.7345	86.635	0.91449
3.3066	-71.565	0.76509
1.1547	0	0
7.2381	60.891	0.90242
1.1547	0	0
2.3094	0	0.86603
2.3094	0	0
7.8014	-77.522	0.94456
4.5135	-77.067	0.89448
2.3094	90	0.86603
4	90	0.83333
8.5605	88.771	0.93972
1.1547	0	0
6.552	-82.575	0.91722
15.173	-77.543	0.8637
6.3791	80.308	0.89393
4.761	-71.565	0.88561
14.102	-35.359	0.98313
5.2621	75.321	0.93056
4.8819	79.099	0.93149
1.1547	0	0
4.2531	-84.848	0.88946
2.3094	0	0
3.3066	-71.565	0.76509
14.549	-68.197	0.6251
1.1547	0	0
4.6188	90	0.86603
1.1547	0	0
3.4641	90	0.94281
2.3094	90	0.86603
2.582	-45	0.7303
7.6668	-84.652	0.94082
7.5993	-70.235	0.93306
2.3094	90	0.86603
8.8425	-34.251	0.96566
13.267	86.428	0.87993
7.8014	-77.522	0.94456
4.5135	77.067	0.89448
11.53	74.977	0.83692
75.9	-80.888	0.9989
11.236	-48.4	0.96794
2.3094	90	0.86603
3.0551	0	0.73193
7.1059	-78.379	0.94298
2.3094	0	0.86603
86.314	-81.835	0.981
8.4859	-75.033	0.96314
14.272	-59.217	0.76616
7.6346	56.149	0.8623
2.582	-45	0.7303
10.069	-79.239	0.98165
7.9571	-75.338	0.91365
6.5729	-76.382	0.9408
12.47	-55.287	0.98788
14.709	-62.573	0.86521
76.336	-79.342	0.98941
2.3094	90	0.86603
5.6717	76.392	0.8849
1.1547	0	0
4.1633	-45	0.90128
16.907	-74.057	0.97119
7.0238	-35.538	0.9798
12.75	-74.304	0.98096
2.582	45	0.7303
2.3094	90	0.86603
8.1704	-36.978	0.97065
77.249	-78.936	0.99455
2.3094	0	0
14.569	-60.736	0.87566
3.8791	45	0.77948
1.1547	0	0
1.1547	0	0
76.212	-78.509	0.98337
19.785	-72.937	0.88098
14.403	66.519	0.9626
10.005	-77.238	0.98535
1.1547	0	0
76.195	-78.205	0.99911
2.3094	0	0.86603
19.859	-85.932	0.86845
2.3094	0	0.86603
101.06	-76.775	0.99763
2.3094	0	0.86603
2.3094	0	0.86603
8.9722	-75.272	0.95637
1.1547	0	0
2.3094	0	0.86603
6.471	-87.801	0.90188
88.15	-77.727	0.99941
88.45	-77.568	0.99941
65.35	-76.849	0.99906
7.2589	-71.32	0.93661
3.8541	-28.155	0.92899
65.189	-76.637	0.99686
9.3656	-79.353	0.89181
65.971	-76.224	0.99395
1.1547	0	0
4.3558	-50.31	0.92629
64.834	-75.746	0.99922
3.0551	45	0.92582
4.8205	72.391	0.94629
65.256	-75.833	0.99914
2.3094	0	0.86603
63.286	-75.626	0.99934
262.03	-69.31	0.99407
64.737	-75.223	0.99772
1.1547	0	0
62.877	-74.961	0.99931
64.716	-74.298	0.99085
2.3094	90	0.86603
58.206	-74.464	0.99928
3.4641	90	0.94281
55.73	-74.426	0.99921
2.3094	90	0.86603
47.77	-73.953	0.99901
64.253	-73.67	0.99586
2.3094	90	0.86603
1.1547	0	0
2.3094	90	0.86603
2.3094	90	0.86603
3.4641	90	0.94281
30.942	-73.49	0.99829
1.1547	0	0
3.3066	-71.565	0.76509
4.6534	-54.645	0.85668
44.599	-72.813	0.99724
3.4641	90	0.94281
1.1547	0	0
7.6443	-72.781	0.97394
12.045	-73.251	0.98825
