311.01	84.895	0.51625
12.702	0	0.99586
2.3094	90	0.86603
1.1547	0	0
3.4641	0	0.94281
5.3135	-17.693	0.86243
1.1547	0	0
3.0551	0	0.73193
5.3848	-49.265	0.94485
1.1547	0	0
5.1051	68.863	0.86315
4	0	0.83333
2.3094	0	0.86603
3.8541	28.155	0.92899
2.3094	0	0.86603
2.582	45	0.7303
3.0551	45	0.92582
3.4641	0	0.94281
1.1547	0	0
3.0551	0	0.73193
10.571	-4.7892	0.98386
13.142	28.02	0.90975
2.582	45	0.7303
1.1547	0	0
3.0551	0	0.73193
41.363	-1.3606	0.9878
4.0857	90	0.58741
3.3066	71.565	0.76509
9.4858	-5.2868	0.92082
5.649	85.269	0.86958
4.1366	72.704	0.71741
12.39	40.826	0.77661
13.881	0.71205	0.49953
9.7166	84.9	0.94195
9.0712	81.024	0.92406
4.6188	90	0.86603
2.582	45	0.7303
19.646	2.7781	0.9603
13.118	0.62335	0.78759
1.1547	0	0
2.3094	0	0.86603
3.3066	-71.565	0.76509
4.6859	71.778	0.76733
9.5114	-55.356	0.83156
3.5298	55.901	0.74379
5.3164	-48.797	0.84141
20.598	1.5047	0.94738
4.4251	36.87	0.58107
8.3973	80.078	0.9424
4.3128	81.65	0.85622
5.5142	85.269	0.94293
12.565	4.3107	0.79573
4.0857	90	0.58741
4.761	-63.435	0.83497
5.4457	81.323	0.92081
13.506	3.299	0.92665
4.3128	-81.65	0.85622
5.7888	80.385	0.94209
8.0514	78.534	0.75886
4.7457	-49.065	0.77641
7.4957	85.636	0.95516
8.0704	87.789	0.92183
3.2367	90	0.35309
9.3668	11.675	0.82842
4.6188	90	0.86603
3.4641	90	0.74536
3.4641	90	0.94281
9.9472	-51.014	0.90694
2.3094	90	0.86603
3.4641	90	0.94281
7.8959	62.776	0.80564
8.7779	88.41	0.96526
3.4359	58.283	0.87042
7.3439	75.029	0.81266
9.547	-51.862	0.93004
4.3128	81.65	0.85622
2.3094	0	0
8.2617	9.2975	0.76458
2.3094	90	0.86603
7.4801	87.163	0.86778
5.7646	-6.9388	0.61215
1.1547	0	0
13.327	2.7496	0.74232
5.4526	82.454	0.88041
20.357	-3.2187	0.86539
18.919	-2.7975	0.94592
8.3267	90	0.96138
5.7735	90	0.91652
4.6188	90	0.96825
8.3416	86.437	0.96277
5.3992	-85.269	0.90794
4.3128	-81.65	0.85622
8.444	-80.834	0.83902
7.6901	88.212	0.97406
4.9337	-56.599	0.90404
6.8233	62.935	0.87354
4.8661	68.645	0.86438
1.1547	0	0
8.003	-88.788	0.85048
5.8878	-21.038	0.39427
4.6188	90	0.96825
9.1652	90	0.97386
7.7892	68.597	0.86881
9.8984	89.549	0.9295
4.4969	-74.929	0.68469
2.3094	0	0
5.9682	0	0.82225
2.3094	90	0.86603
10.629	-53.45	0.74713
5.3301	90	0.78729
9.713	-81.149	0.93874
4.3558	-50.31	0.92629
6.3033	58.283	0.90854
6.3199	18.328	0.8731
13.035	3.2015	0.75773
7.5003	46.929	0.72997
5.4188	-85.163	0.82194
3.734	56.599	0.59726
4.8754	-79.903	0.56423
3.4641	90	0.74536
3.4641	90	0.94281
8.4142	14.867	0.82489
2.3094	90	0.86603
6.4748	-30.281	0.73921
5.1499	-35.604	0.68424
3.0551	90	0.73193
9.5251	88.147	0.90813
3.4641	90	0.74536
6.5659	45	0.91944
2.3094	90	0.86603
11.119	-83.931	0.97189
9.6701	-85.735	0.47585
2.3094	0	0
6.8886	-81.189	0.89549
2.582	-45	0.7303
6.7572	73.102	0.92966
4.8661	68.645	0.86438
12.666	-88.884	0.97922
2.3094	0	0
17.628	-81.321	0.7558
1.1547	0	0
7.2056	84.511	0.92836
10.645	-77.046	0.96623
3.4641	90	0.74536
6.6912	79.888	0.93185
6.5385	69.769	0.83333
4.7359	-8.0822	0.51134
1.1547	0	0
1.1547	0	0
2.3094	90	0.86603
7.1059	-78.379	0.94298
15.466	-78.31	0.81927
2.582	-45	0.7303
10.187	-49.163	0.9593
1.1547	0	0
1.1547	0	0
5.1995	60.408	0.80576
4.3128	-81.65	0.85622
2.3094	90	0.86603
4.3128	81.65	0.85622
9.7869	-45.438	0.95371
1.1547	0	0
7.7167	81.676	0.89141
2.3094	0	0
85.1	-86.609	0.95278
3.3066	-71.565	0.76509
1.1547	0	0
3.2367	90	0.35309
1.1547	0	0
4.6336	56.981	0.82951
10.018	-89.121	0.95352
10.392	90	0.975
13.646	-79.09	0.62367
3.6515	71.565	0.86603
3.2367	0	0.35309
6.5828	18.435	0.83205
2.3094	90	0.86603
1.1547	0	0
3.2367	0	0.35309
13.451	-36.937	0.97469
12.289	-74.894	0.88702
1.1547	0	0
6.9669	73.54	0.92241
5.8646	15.356	0.92409
3.3066	71.565	0.76509
1.1547	0	0
1.1547	0	0
1.1547	0	0
4.8344	77.443	0.57969
1.1547	0	0
14.574	-26.686	0.73465
6.0773	-2.1446	0.92636
6.0443	-63.435	0.88787
10.473	-87.563	0.96289
6.4878	-74.767	0.8936
10.758	-12.482	0.84986
6.342	54.736	0.90577
1.1547	0	0
5.0335	80.008	0.78158
100.81	-83.69	0.99699
7.3312	-72.504	0.95313
9.1736	-45.509	0.96306
9.6854	-75.617	0.94419
4	53.13	0.83333
76.079	-84.707	0.99311
5.3417	52.125	0.8538
3.3066	-71.565	0.76509
5.4457	-81.323	0.92081
10.158	-48.618	0.96337
2.3094	90	0.86603
8.7662	-84.137	0.95917
9.8539	-80.502	0.93991
14.285	-72.181	0.73758
4.761	71.565	0.88561
9.6836	-86.747	0.96101
8.1503	57.164	0.497
86.99	-85.577	0.93205
2.3094	90	0.86603
6.8776	-79.178	0.96735
